パス名,モジュール名,種類,総ステップ数,実ステップ数,コメント[％]
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event21_BattleQuest1_End",cpp,14,6,36.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event21_MoveToEarth",cpp,21,14,19.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event21_MoveToColleage",cpp,21,14,18.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event21_BinShop",cpp,97,73,9.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event22_Wakeup",cpp,111,75,8.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event22_GeneralOcarina",cpp,25,13,40.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event22_MoveToHomeOut",cpp,19,12,23.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event22_MoveToStairUp",cpp,19,12,23.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event24_WelcomeWaterway",cpp,78,56,9.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event24_Dummy01",cpp,6,1,70.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event24_Dummy02",cpp,2,1,0.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event24_WaterIsLower",cpp,28,21,18.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event24_WaterIsUpper",cpp,30,22,18.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event24_ClearBarrier",cpp,11,5,51.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event24_WarpEntrance",cpp,51,43,11.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event24_BlockToCastle",cpp,22,14,19.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event25_LeaTalk",cpp,80,57,13.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event26_BossAppear",cpp,97,67,10.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event26_ClearBarrier",cpp,20,11,33.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event26_EndBossBattle",cpp,18,8,41.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event28_BossAppear",cpp,118,80,10.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event28_EndBossBattle",cpp,18,8,41.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event28_BtlTreasureA",cpp,47,33,16.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_WelcomeCastle",cpp,85,61,7.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_AppearWizard",cpp,97,70,8.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BossStart",cpp,113,74,11.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BossEnd",cpp,18,8,43.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BtlTreasureD",cpp,11,5,57.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_GateSecurity",cpp,185,150,4.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BtlTreasureA",cpp,11,5,57.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BtlTreasureB",cpp,11,5,57.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BtlTreasureC",cpp,11,5,57.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BattleArmer",cpp,40,26,18.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BigKey",cpp,24,16,19.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_AboutMaruiforce",cpp,140,106,6.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_MinoGuardianOrMove",cpp,61,49,10.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_LionTreasure",cpp,11,5,57.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_ComeFres",cpp,198,144,8.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_AppearTrump",cpp,24,15,28.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BattleQuest3",cpp,34,27,11.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_BattleQuest3_End",cpp,14,6,36.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_MoveRichCity",cpp,24,17,17.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_GetMagicFlame",cpp,18,11,32.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_MoveUpperCastle",cpp,16,5,69.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_MoveLowerCastle",cpp,16,5,69.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_RevivalPoppo",cpp,184,137,11.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event29_GoToFressRoom",cpp,44,35,12.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event34_MoveToAnyWhere",cpp,77,57,7.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event34_PlayedSongOfSun",cpp,63,46,11.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event35_WelcomeVillage",cpp,95,62,10.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event35_EndBetaGame",cpp,66,50,8.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event35_GetSongWildness",cpp,10,4,53.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event35_GetSongWing",cpp,10,4,55.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event35_GetSongSun",cpp,10,4,55.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event35_AfterGetGreenCrystal",cpp,91,69,10.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_ClearBarrier00",cpp,16,10,36.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_ClearBarrier01",cpp,16,10,36.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_ClearBarrier02",cpp,29,10,57.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_MoveReverse00",cpp,27,20,16.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_DirectionLightOn",cpp,67,45,17.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_DirectionLightOff",cpp,70,45,19.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_BossStart",cpp,129,91,9.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_BossEnd",cpp,29,15,32.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_DirectionLightOn1st",cpp,96,57,21.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_ClearBarrier03",cpp,16,10,36.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_MoveReverse01",cpp,28,20,15.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_FallOnlyBoss",cpp,12,5,75.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_AdviceTrolley",cpp,71,59,7.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_AdviceMine",cpp,53,43,10.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_WarpTreasureRoom",cpp,28,18,19.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_WarpMine",cpp,46,29,21.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_WelcomeMine",cpp,106,77,8.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event36_AppearHeartCase",cpp,25,12,38.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event38_CrystalForest",cpp,79,57,18.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event38_TalkSento",cpp,90,64,16.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event38_CrystalEarth",cpp,79,57,18.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event38_TalkYodel",cpp,91,64,20.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event38_WarpOutWorld",cpp,53,45,11.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event39_GoToOutside",cpp,56,37,12.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event39_GoToInside",cpp,43,28,20.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_WelcomWilderness",cpp,170,119,9.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_DisapperTornade",cpp,202,145,10.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_Dummy00",cpp,11,5,66.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_WakeupBabel",cpp,296,202,13.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_TornadeEvent",cpp,198,135,12.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_BattleUsiderman",cpp,101,67,12.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_BtlTreasureA",cpp,16,10,36.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_BattleTeeder",cpp,29,15,26.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_BlockToSult",cpp,14,7,36.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_FallOnlyBoss",cpp,12,5,75.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_BlockTornade",cpp,14,7,31.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_MoveBabel",cpp,14,7,36.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_FailedUsiderman",cpp,93,75,5.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event40_GetMagicThunder",cpp,18,11,31.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event41_Dummy00",cpp,11,5,66.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event41_Dummy01",cpp,11,5,66.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event41_WelcomTower",cpp,74,51,12.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event41_PowerOn",cpp,69,46,13.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event41_RevertGuardian",cpp,76,50,27.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event41_BtlTreasureA",cpp,11,5,57.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event41_BtlTreasureB",cpp,11,5,57.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event41_BtlTreasureC",cpp,11,5,57.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event41_BigKey",cpp,23,16,19.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event43_BossStart",cpp,128,82,14.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event43_EndBossBattle",cpp,17,8,37.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event43_BtlTreasureA",cpp,45,33,16.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event44_ElevatorUp",cpp,89,64,10.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event46_HelpSeek",cpp,114,71,18.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event46_EndEnemyBattle",cpp,116,74,13.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event46_WaterIsLower",cpp,16,8,31.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event46_WaterIsUpper",cpp,16,8,32.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event47_WelcomeAirship",cpp,85,56,10.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event47_TalkSeek",cpp,101,66,11.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event47_StaffRoll",cpp,262,177,11.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event47_FallAirship",cpp,76,48,20.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event47_ExitAirship",cpp,24,17,17.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event47_CrashAirship",cpp,122,83,9.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event48_AppearAirship",cpp,379,276,7.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event48_MiddlePlace",cpp,81,55,10.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event48_AppearTower",cpp,86,64,10.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event48_GetSongHandling",cpp,11,5,53.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event49_MoveBabel",cpp,24,16,22.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_ClearBarrier01",cpp,15,9,36.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_TrapBattle01",cpp,36,26,19.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_WakeupLift01",cpp,15,9,44.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_ClearBarrier02A",cpp,21,15,26.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_ClearBarrier02B",cpp,21,15,26.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_ClearBarrier03A",cpp,15,9,36.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_ClearBarrier03B",cpp,16,9,36.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_ClearLaser_3F",cpp,59,43,11.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_ClearBarrier03C1",cpp,40,29,16.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_ClearBarrier03C2",cpp,42,29,16.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_TrapBattle03",cpp,40,27,19.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_TrapBattle_4F_A",cpp,39,27,19.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_ClearBarrier4F_A",cpp,15,9,36.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_WakeupLift_4F_A",cpp,15,9,43.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_BootupMagicArmer",cpp,77,54,21.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_ClearBarrier4F_B",cpp,14,8,36.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_UpCubeBlock_4F_A",cpp,11,5,44.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event52_DnCubeBlock_4F_A",cpp,11,5,44.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_UpCubeBlock_4F_B",cpp,10,4,44.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_DnCubeBlock_4F_B",cpp,10,4,44.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_UpCubeBlock_4F_C",cpp,11,4,58.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_DnCubeBlock_4F_C",cpp,11,4,58.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_UpCubeBlock_4F_D",cpp,10,4,43.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_DnCubeBlock_4F_D",cpp,10,4,43.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_UpCubeBlock_4F_E",cpp,11,4,58.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_DnCubeBlock_4F_E",cpp,11,4,58.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","bool event52_ClearBarrier4F_C",cpp,14,8,36.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","int getEventFunctionEffectHandle",cpp,10,4,57.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","void DrawFontFunc_BattleUsiderManCounter",cpp,15,8,23.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","startStaffRollEvent",cpp,58,37,26.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","isEndStaffRollEvent",cpp,16,9,45.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","updateStaffRollEvent",cpp,19,10,38.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","void DrawFontFunc_StaffRollString",cpp,53,30,29.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.h","モジュール外",h,895,688,14.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","モジュール外",cpp,26,10,37.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","EventManager::GetInstance",cpp,12,6,50.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","EventManager::Setup",cpp,11,4,70.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","EventManager::LoadCameraFile",cpp,73,53,8.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","EventManager::StartEvent",cpp,59,37,23.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","EventManager::SeekEvent",cpp,39,23,37.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","EventManager::Update",cpp,151,74,4.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","EventManager::EndEvent",cpp,79,57,14.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","EventManager::EntryModelNum",cpp,25,16,14.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventManager.cpp","EventManager::SetModelParameter",cpp,32,22,14.2
